pedido_id,fecha,cliente_id,producto_id,nombre_producto,categoria,unidades,precio_unitario,importe_total
P1210,2021-04-27,C034,F007,Metformina,antidiabético,91,0.18,16.38
P1211,2022-12-06,C148,F005,Paracetamol,analgésico,19,0.15,2.85
P1212,2022-04-06,C002,F005,Paracetamol,analgésico,44,0.15,6.6
P1213,2022-07-09,C092,F007,Metformina,antidiabético,20,0.18,3.6
P1214,2024-06-24,C112,F004,Remdesivir,antiviral,31,400.0,12400.0
P1215,2021-11-10,C030,F006,Augmentine,antibiótico,63,0.45,28.35
P1216,2022-01-03,C185,F003,Ventolin,broncodilatador,94,4.75,446.5
P1217,2022-01-07,C178,F006,Augmentine,antibiótico,36,0.45,16.2
P1218,2024-02-27,C003,F004,Remdesivir,antiviral,112,400.0,44800.0
P1219,2023-01-15,C084,F001,Insulina Lantus,hormona,49,22.0,1078.0
P1220,2022-04-27,C079,F002,Amoxicilina,antibiótico,91,0.3,27.3
P1221,2022-10-20,C180,F004,Remdesivir,antiviral,53,400.0,21200.0
P1222,2021-12-22,C019,F002,Amoxicilina,antibiótico,36,0.3,10.8
P1223,2022-04-29,C092,F001,Insulina Lantus,hormona,12,22.0,264.0
P1224,2021-11-04,C174,F005,Paracetamol,analgésico,55,0.15,8.25
P1225,2022-10-11,C137,F001,Insulina Lantus,hormona,21,22.0,462.0
P1226,2024-02-25,C135,F001,Insulina Lantus,hormona,95,22.0,2090.0
P1227,2021-01-04,C072,F005,Paracetamol,analgésico,129,0.15,19.35
P1228,2022-02-07,C144,F003,Ventolin,broncodilatador,78,4.75,370.5
P1229,2024-08-15,C064,F002,Amoxicilina,antibiótico,81,0.3,24.3
P1230,2023-08-08,C134,F004,Remdesivir,antiviral,14,400.0,5600.0
P1231,2024-10-17,C113,F001,Insulina Lantus,hormona,76,22.0,1672.0
P1232,2024-02-14,C170,F005,Paracetamol,analgésico,18,0.15,2.7
P1233,2023-03-11,C053,F006,Augmentine,antibiótico,36,0.45,16.2
P1234,2023-10-15,C057,F004,Remdesivir,antiviral,41,400.0,16400.0
P1235,2022-04-09,C120,F005,Paracetamol,analgésico,13,0.15,1.95
P1236,2023-12-14,C136,F004,Remdesivir,antiviral,4,400.0,1600.0
P1237,2023-03-25,C066,F006,Augmentine,antibiótico,66,0.45,29.7
P1238,2024-06-26,C018,F006,Augmentine,antibiótico,47,0.45,21.15
P1239,2023-02-23,C006,F004,Remdesivir,antiviral,34,400.0,13600.0
P1240,2024-03-11,C166,F001,Insulina Lantus,hormona,97,22.0,2134.0
P1241,2023-11-26,C113,F003,Ventolin,broncodilatador,83,4.75,394.25
P1242,2022-12-20,C113,F004,Remdesivir,antiviral,109,400.0,43600.0
P1243,2024-11-24,C151,F006,Augmentine,antibiótico,92,0.45,41.4
P1244,2021-04-25,C077,F007,Metformina,antidiabético,9,0.18,1.62
P1245,2022-11-19,C197,F003,Ventolin,broncodilatador,64,4.75,304.0
P1246,2022-07-14,C001,F006,Augmentine,antibiótico,106,0.45,47.7
P1247,2023-01-22,C103,F006,Augmentine,antibiótico,77,0.45,34.65
P1248,2022-09-10,C139,F004,Remdesivir,antiviral,103,400.0,41200.0
P1249,2024-12-26,C038,F005,Paracetamol,analgésico,112,0.15,16.8
P1250,2024-09-22,C196,F002,Amoxicilina,antibiótico,78,0.3,23.4
P1251,2023-02-15,C069,F004,Remdesivir,antiviral,134,400.0,53600.0
P1252,2022-09-20,C184,F006,Augmentine,antibiótico,29,0.45,13.05
P1253,2024-03-07,C152,F004,Remdesivir,antiviral,71,400.0,28400.0
P1254,2022-04-24,C079,F007,Metformina,antidiabético,79,0.18,14.22
P1255,2023-12-16,C020,F002,Amoxicilina,antibiótico,99,0.3,29.7
P1256,2021-07-30,C051,F005,Paracetamol,analgésico,14,0.15,2.1
P1257,2022-03-20,C174,F001,Insulina Lantus,hormona,48,22.0,1056.0
P1258,2021-01-03,C108,F007,Metformina,antidiabético,30,0.18,5.4
P1259,2022-11-25,C188,F005,Paracetamol,analgésico,51,0.15,7.65
P1260,2022-11-29,C084,F006,Augmentine,antibiótico,41,0.45,18.45
P1261,2023-09-21,C156,F003,Ventolin,broncodilatador,15,4.75,71.25
P1262,2023-12-24,C039,F001,Insulina Lantus,hormona,72,22.0,1584.0
P1263,2021-01-17,C196,F007,Metformina,antidiabético,54,0.18,9.72
P1264,2022-12-19,C083,F005,Paracetamol,analgésico,84,0.15,12.6
P1265,2021-03-09,C160,F005,Paracetamol,analgésico,101,0.15,15.15
P1266,2022-09-17,C167,F002,Amoxicilina,antibiótico,31,0.3,9.3
P1267,2023-01-26,C049,F006,Augmentine,antibiótico,52,0.45,23.4
P1268,2022-03-27,C120,F007,Metformina,antidiabético,45,0.18,8.1
P1269,2021-08-15,C087,F001,Insulina Lantus,hormona,35,22.0,770.0
P1270,2021-08-24,C119,F007,Metformina,antidiabético,70,0.18,12.6
P1271,2021-01-29,C050,F002,Amoxicilina,antibiótico,45,0.3,13.5
P1272,2024-08-16,C103,F002,Amoxicilina,antibiótico,125,0.3,37.5
P1273,2021-11-30,C196,F002,Amoxicilina,antibiótico,34,0.3,10.2
P1274,2023-05-26,C132,F003,Ventolin,broncodilatador,39,4.75,185.25
P1275,2024-10-13,C191,F006,Augmentine,antibiótico,81,0.45,36.45
P1276,2021-03-14,C147,F006,Augmentine,antibiótico,60,0.45,27.0
P1277,2023-01-27,C141,F005,Paracetamol,analgésico,113,0.15,16.95
P1278,2022-02-16,C116,F003,Ventolin,broncodilatador,15,4.75,71.25
P1279,2024-07-01,C064,F004,Remdesivir,antiviral,62,400.0,24800.0
P1280,2021-11-08,C062,F005,Paracetamol,analgésico,40,0.15,6.0
P1281,2022-05-19,C045,F006,Augmentine,antibiótico,101,0.45,45.45
P1282,2024-01-11,C163,F005,Paracetamol,analgésico,23,0.15,3.45
P1283,2022-08-21,C033,F004,Remdesivir,antiviral,85,400.0,34000.0
P1284,2023-04-24,C094,F003,Ventolin,broncodilatador,133,4.75,631.75
P1285,2023-04-26,C016,F006,Augmentine,antibiótico,24,0.45,10.8
P1286,2021-03-16,C091,F003,Ventolin,broncodilatador,22,4.75,104.5
P1287,2024-05-29,C146,F005,Paracetamol,analgésico,87,0.15,13.05
P1288,2021-09-14,C054,F002,Amoxicilina,antibiótico,74,0.3,22.2
P1289,2021-07-05,C171,F004,Remdesivir,antiviral,33,400.0,13200.0
P1290,2023-07-12,C078,F004,Remdesivir,antiviral,75,400.0,30000.0
P1291,2024-10-11,C106,F004,Remdesivir,antiviral,67,400.0,26800.0
P1292,2021-04-21,C097,F002,Amoxicilina,antibiótico,39,0.3,11.7
P1293,2023-02-18,C097,F005,Paracetamol,analgésico,88,0.15,13.2
P1294,2022-12-31,C169,F007,Metformina,antidiabético,14,0.18,2.52
P1295,2021-04-24,C006,F007,Metformina,antidiabético,29,0.18,5.22
P1296,2023-01-16,C075,F003,Ventolin,broncodilatador,47,4.75,223.25
P1297,2022-02-24,C133,F003,Ventolin,broncodilatador,67,4.75,318.25
P1298,2024-08-25,C033,F007,Metformina,antidiabético,104,0.18,18.72
P1299,2022-02-02,C175,F003,Ventolin,broncodilatador,90,4.75,427.5
P1300,2022-01-12,C021,F001,Insulina Lantus,hormona,41,22.0,902.0
P1301,2023-08-04,C050,F001,Insulina Lantus,hormona,47,22.0,1034.0
P1302,2024-07-20,C037,F004,Remdesivir,antiviral,51,400.0,20400.0
P1303,2021-11-11,C100,F002,Amoxicilina,antibiótico,74,0.3,22.2
P1304,2024-10-11,C184,F006,Augmentine,antibiótico,15,0.45,6.75
P1305,2022-02-25,C030,F005,Paracetamol,analgésico,72,0.15,10.8
P1306,2024-01-25,C139,F002,Amoxicilina,antibiótico,98,0.3,29.4
P1307,2022-08-27,C116,F003,Ventolin,broncodilatador,19,4.75,90.25
P1308,2021-10-05,C119,F001,Insulina Lantus,hormona,84,22.0,1848.0
P1309,2023-12-30,C069,F001,Insulina Lantus,hormona,100,22.0,2200.0
P1310,2022-02-16,C034,F005,Paracetamol,analgésico,138,0.15,20.7
P1311,2024-01-04,C172,F006,Augmentine,antibiótico,24,0.45,10.8
P1312,2023-08-17,C138,F003,Ventolin,broncodilatador,7,4.75,33.25
P1313,2021-05-11,C075,F007,Metformina,antidiabético,44,0.18,7.92
P1314,2023-12-15,C189,F005,Paracetamol,analgésico,126,0.15,18.9
P1315,2023-09-23,C179,F006,Augmentine,antibiótico,3,0.45,1.35
P1316,2021-02-10,C135,F001,Insulina Lantus,hormona,97,22.0,2134.0
P1317,2021-01-30,C083,F006,Augmentine,antibiótico,65,0.45,29.25
P1318,2024-09-18,C192,F003,Ventolin,broncodilatador,98,4.75,465.5
P1319,2024-05-29,C068,F002,Amoxicilina,antibiótico,99,0.3,29.7
P1320,2024-12-31,C119,F002,Amoxicilina,antibiótico,76,0.3,22.8
P1321,2024-04-01,C080,F006,Augmentine,antibiótico,76,0.45,34.2
P1322,2023-07-25,C110,F007,Metformina,antidiabético,45,0.18,8.1
P1323,2022-07-09,C024,F003,Ventolin,broncodilatador,53,4.75,251.75
P1324,2024-11-10,C066,F004,Remdesivir,antiviral,84,400.0,33600.0
P1325,2023-10-13,C079,F004,Remdesivir,antiviral,77,400.0,30800.0
P1326,2024-02-26,C174,F005,Paracetamol,analgésico,83,0.15,12.45
P1327,2021-07-01,C106,F007,Metformina,antidiabético,44,0.18,7.92
P1328,2021-10-20,C026,F004,Remdesivir,antiviral,59,400.0,23600.0
P1329,2024-10-03,C125,F006,Augmentine,antibiótico,56,0.45,25.2
P1330,2022-07-10,C094,F007,Metformina,antidiabético,88,0.18,15.84
P1331,2021-10-13,C109,F007,Metformina,antidiabético,44,0.18,7.92
P1332,2024-02-24,C055,F002,Amoxicilina,antibiótico,5,0.3,1.5
P1333,2023-01-26,C108,F006,Augmentine,antibiótico,26,0.45,11.7
P1334,2021-12-03,C020,F005,Paracetamol,analgésico,153,0.15,22.95
P1335,2023-05-12,C080,F004,Remdesivir,antiviral,56,400.0,22400.0
P1336,2024-01-31,C182,F004,Remdesivir,antiviral,51,400.0,20400.0
P1337,2022-10-11,C151,F001,Insulina Lantus,hormona,87,22.0,1914.0
P1338,2021-08-02,C109,F005,Paracetamol,analgésico,35,0.15,5.25
P1339,2023-11-09,C121,F005,Paracetamol,analgésico,76,0.15,11.4
P1340,2024-08-05,C184,F005,Paracetamol,analgésico,25,0.15,3.75
P1341,2024-03-03,C124,F007,Metformina,antidiabético,32,0.18,5.76
P1342,2024-02-12,C027,F001,Insulina Lantus,hormona,70,22.0,1540.0
P1343,2024-07-02,C114,F001,Insulina Lantus,hormona,78,22.0,1716.0
P1344,2024-01-15,C129,F002,Amoxicilina,antibiótico,25,0.3,7.5
P1345,2023-10-23,C023,F007,Metformina,antidiabético,52,0.18,9.36
P1346,2023-08-07,C155,F007,Metformina,antidiabético,90,0.18,16.2
P1347,2024-03-20,C031,F002,Amoxicilina,antibiótico,15,0.3,4.5
P1348,2024-12-27,C101,F004,Remdesivir,antiviral,69,400.0,27600.0
P1349,2024-09-01,C020,F002,Amoxicilina,antibiótico,81,0.3,24.3
P1350,2023-03-07,C177,F002,Amoxicilina,antibiótico,73,0.3,21.9
P1351,2024-03-21,C124,F002,Amoxicilina,antibiótico,38,0.3,11.4
P1352,2023-03-14,C050,F004,Remdesivir,antiviral,51,400.0,20400.0
P1353,2023-07-01,C038,F003,Ventolin,broncodilatador,75,4.75,356.25
P1354,2022-06-29,C105,F006,Augmentine,antibiótico,41,0.45,18.45
P1355,2024-07-01,C025,F003,Ventolin,broncodilatador,37,4.75,175.75
P1356,2021-11-24,C182,F002,Amoxicilina,antibiótico,49,0.3,14.7
P1357,2023-05-24,C086,F003,Ventolin,broncodilatador,32,4.75,152.0
P1358,2022-07-29,C200,F007,Metformina,antidiabético,24,0.18,4.32
P1359,2021-12-06,C198,F003,Ventolin,broncodilatador,91,4.75,432.25
P1360,2023-12-31,C041,F003,Ventolin,broncodilatador,11,4.75,52.25
P1361,2021-06-11,C028,F002,Amoxicilina,antibiótico,12,0.3,3.6
P1362,2024-02-10,C046,F002,Amoxicilina,antibiótico,24,0.3,7.2
P1363,2021-03-17,C017,F002,Amoxicilina,antibiótico,73,0.3,21.9
P1364,2021-06-10,C114,F004,Remdesivir,antiviral,65,400.0,26000.0
P1365,2023-01-04,C123,F001,Insulina Lantus,hormona,1,22.0,22.0
P1366,2023-04-21,C071,F001,Insulina Lantus,hormona,48,22.0,1056.0
P1367,2021-07-25,C037,F001,Insulina Lantus,hormona,43,22.0,946.0
P1368,2022-03-22,C004,F001,Insulina Lantus,hormona,10,22.0,220.0
P1369,2022-10-29,C139,F001,Insulina Lantus,hormona,97,22.0,2134.0
P1370,2023-02-08,C031,F006,Augmentine,antibiótico,16,0.45,7.2
P1371,2023-02-28,C074,F003,Ventolin,broncodilatador,41,4.75,194.75
P1372,2021-09-17,C046,F007,Metformina,antidiabético,14,0.18,2.52
P1373,2024-08-01,C064,F006,Augmentine,antibiótico,79,0.45,35.55
P1374,2022-04-27,C006,F005,Paracetamol,analgésico,20,0.15,3.0
P1375,2024-01-15,C077,F002,Amoxicilina,antibiótico,6,0.3,1.8
P1376,2023-05-12,C027,F006,Augmentine,antibiótico,74,0.45,33.3
P1377,2024-08-22,C005,F005,Paracetamol,analgésico,87,0.15,13.05
P1378,2022-09-17,C089,F002,Amoxicilina,antibiótico,74,0.3,22.2
P1379,2023-03-27,C144,F006,Augmentine,antibiótico,83,0.45,37.35
P1380,2023-01-21,C195,F002,Amoxicilina,antibiótico,54,0.3,16.2
P1381,2024-07-05,C193,F004,Remdesivir,antiviral,72,400.0,28800.0
P1382,2023-06-30,C094,F003,Ventolin,broncodilatador,101,4.75,479.75
P1383,2021-10-08,C118,F002,Amoxicilina,antibiótico,1,0.3,0.3
P1384,2022-10-09,C059,F003,Ventolin,broncodilatador,84,4.75,399.0
P1385,2024-04-10,C055,F001,Insulina Lantus,hormona,15,22.0,330.0
P1386,2024-08-12,C060,F002,Amoxicilina,antibiótico,79,0.3,23.7
P1387,2022-08-13,C179,F003,Ventolin,broncodilatador,17,4.75,80.75
P1388,2021-05-19,C026,F006,Augmentine,antibiótico,69,0.45,31.05
P1389,2023-09-10,C114,F006,Augmentine,antibiótico,68,0.45,30.6
P1390,2022-06-05,C179,F002,Amoxicilina,antibiótico,17,0.3,5.1
P1391,2024-07-10,C139,F006,Augmentine,antibiótico,107,0.45,48.15
P1392,2024-07-07,C077,F005,Paracetamol,analgésico,22,0.15,3.3
P1393,2022-10-04,C038,F005,Paracetamol,analgésico,50,0.15,7.5
P1394,2022-12-13,C062,F002,Amoxicilina,antibiótico,23,0.3,6.9
P1395,2021-03-28,C074,F005,Paracetamol,analgésico,82,0.15,12.3
P1396,2021-03-28,C140,F002,Amoxicilina,antibiótico,12,0.3,3.6
P1397,2021-05-14,C076,F001,Insulina Lantus,hormona,69,22.0,1518.0
P1398,2024-11-24,C165,F005,Paracetamol,analgésico,88,0.15,13.2
P1399,2021-05-16,C055,F006,Augmentine,antibiótico,16,0.45,7.2
P1400,2021-06-15,C074,F007,Metformina,antidiabético,47,0.18,8.46
P1401,2023-11-13,C040,F006,Augmentine,antibiótico,65,0.45,29.25
P1402,2024-07-17,C145,F002,Amoxicilina,antibiótico,5,0.3,1.5
P1403,2022-08-31,C015,F006,Augmentine,antibiótico,33,0.45,14.85
P1404,2022-04-09,C150,F004,Remdesivir,antiviral,55,400.0,22000.0
P1405,2022-02-14,C100,F004,Remdesivir,antiviral,102,400.0,40800.0
P1406,2024-09-30,C031,F003,Ventolin,broncodilatador,1,4.75,4.75
P1407,2022-11-23,C059,F005,Paracetamol,analgésico,97,0.15,14.55
P1408,2021-04-26,C109,F006,Augmentine,antibiótico,42,0.45,18.9
P1409,2024-07-27,C056,F002,Amoxicilina,antibiótico,14,0.3,4.2
P1410,2021-01-01,C131,F002,Amoxicilina,antibiótico,7,0.3,2.1
P1411,2022-04-03,C177,F002,Amoxicilina,antibiótico,67,0.3,20.1
P1412,2023-02-11,C064,F006,Augmentine,antibiótico,55,0.45,24.75
P1413,2022-08-22,C087,F005,Paracetamol,analgésico,39,0.15,5.85
P1414,2022-07-25,C036,F004,Remdesivir,antiviral,80,400.0,32000.0
P1415,2022-08-28,C155,F006,Augmentine,antibiótico,122,0.45,54.9
P1416,2021-07-12,C185,F006,Augmentine,antibiótico,97,0.45,43.65
P1417,2022-06-23,C174,F005,Paracetamol,analgésico,51,0.15,7.65
P1418,2021-01-27,C183,F002,Amoxicilina,antibiótico,86,0.3,25.8
P1419,2023-05-25,C179,F003,Ventolin,broncodilatador,22,4.75,104.5
P1420,2022-06-01,C087,F006,Augmentine,antibiótico,50,0.45,22.5
P1421,2024-04-13,C127,F003,Ventolin,broncodilatador,149,4.75,707.75
P1422,2023-12-03,C133,F004,Remdesivir,antiviral,104,400.0,41600.0
P1423,2023-06-16,C197,F007,Metformina,antidiabético,56,0.18,10.08
P1424,2021-03-15,C111,F005,Paracetamol,analgésico,125,0.15,18.75
P1425,2022-02-26,C016,F002,Amoxicilina,antibiótico,20,0.3,6.0
P1426,2023-11-19,C075,F007,Metformina,antidiabético,60,0.18,10.8
P1427,2021-06-08,C100,F002,Amoxicilina,antibiótico,84,0.3,25.2
P1428,2023-06-23,C179,F006,Augmentine,antibiótico,2,0.45,0.9
P1429,2021-01-16,C155,F005,Paracetamol,analgésico,142,0.15,21.3
P1430,2021-08-21,C162,F007,Metformina,antidiabético,1,0.18,0.18
P1431,2024-07-17,C065,F007,Metformina,antidiabético,17,0.18,3.06
P1432,2022-10-29,C163,F001,Insulina Lantus,hormona,1,22.0,22.0
P1433,2022-06-10,C059,F002,Amoxicilina,antibiótico,100,0.3,30.0
P1434,2024-05-27,C003,F006,Augmentine,antibiótico,77,0.45,34.65
P1435,2024-10-15,C089,F005,Paracetamol,analgésico,49,0.15,7.35
P1436,2021-01-21,C096,F003,Ventolin,broncodilatador,1,4.75,4.75
P1437,2022-08-07,C144,F007,Metformina,antidiabético,71,0.18,12.78
P1438,2023-06-26,C177,F003,Ventolin,broncodilatador,75,4.75,356.25
P1439,2021-08-11,C085,F002,Amoxicilina,antibiótico,120,0.3,36.0
P1440,2023-11-01,C121,F007,Metformina,antidiabético,65,0.18,11.7
P1441,2024-07-16,C097,F003,Ventolin,broncodilatador,65,4.75,308.75
P1442,2022-04-20,C128,F006,Augmentine,antibiótico,90,0.45,40.5
P1443,2024-07-19,C002,F002,Amoxicilina,antibiótico,31,0.3,9.3
P1444,2021-12-25,C194,F007,Metformina,antidiabético,53,0.18,9.54
P1445,2021-07-22,C114,F007,Metformina,antidiabético,65,0.18,11.7
P1446,2022-05-07,C159,F005,Paracetamol,analgésico,75,0.15,11.25
P1447,2024-07-21,C118,F007,Metformina,antidiabético,1,0.18,0.18
P1448,2021-10-21,C156,F005,Paracetamol,analgésico,14,0.15,2.1
P1449,2023-05-18,C134,F007,Metformina,antidiabético,26,0.18,4.68
P1450,2024-01-17,C080,F006,Augmentine,antibiótico,68,0.45,30.6
P1451,2022-01-03,C135,F006,Augmentine,antibiótico,86,0.45,38.7
P1452,2022-11-16,C110,F003,Ventolin,broncodilatador,68,4.75,323.0
P1453,2024-06-19,C112,F006,Augmentine,antibiótico,15,0.45,6.75
P1454,2023-02-13,C036,F004,Remdesivir,antiviral,126,400.0,50400.0
P1455,2024-09-25,C189,F002,Amoxicilina,antibiótico,70,0.3,21.0
P1456,2022-11-23,C133,F005,Paracetamol,analgésico,74,0.15,11.1
P1457,2021-02-18,C054,F003,Ventolin,broncodilatador,79,4.75,375.25
P1458,2024-04-01,C181,F001,Insulina Lantus,hormona,1,22.0,22.0
P1459,2021-02-25,C095,F005,Paracetamol,analgésico,65,0.15,9.75
P1460,2024-05-15,C116,F005,Paracetamol,analgésico,19,0.15,2.85
P1461,2023-09-25,C157,F006,Augmentine,antibiótico,88,0.45,39.6
P1462,2023-07-06,C115,F002,Amoxicilina,antibiótico,52,0.3,15.6
P1463,2024-01-13,C053,F007,Metformina,antidiabético,31,0.18,5.58
P1464,2021-11-25,C146,F004,Remdesivir,antiviral,128,400.0,51200.0
P1465,2021-10-16,C156,F004,Remdesivir,antiviral,30,400.0,12000.0
P1466,2023-10-20,C029,F001,Insulina Lantus,hormona,70,22.0,1540.0
P1467,2021-06-22,C187,F005,Paracetamol,analgésico,88,0.15,13.2
P1468,2021-02-10,C003,F002,Amoxicilina,antibiótico,88,0.3,26.4
P1469,2021-09-15,C071,F001,Insulina Lantus,hormona,39,22.0,858.0
P1470,2023-01-10,C020,F006,Augmentine,antibiótico,90,0.45,40.5
P1471,2021-09-16,C193,F007,Metformina,antidiabético,72,0.18,12.96
P1472,2023-06-08,C027,F002,Amoxicilina,antibiótico,82,0.3,24.6
P1473,2024-01-01,C072,F002,Amoxicilina,antibiótico,71,0.3,21.3
P1474,2022-05-03,C047,F004,Remdesivir,antiviral,62,400.0,24800.0
P1475,2024-08-05,C054,F007,Metformina,antidiabético,88,0.18,15.84
P1476,2021-11-21,C193,F005,Paracetamol,analgésico,100,0.15,15.0
P1477,2022-11-12,C089,F007,Metformina,antidiabético,74,0.18,13.32
P1478,2021-02-05,C052,F004,Remdesivir,antiviral,63,400.0,25200.0
P1479,2021-01-20,C165,F003,Ventolin,broncodilatador,59,4.75,280.25
P1480,2024-05-20,C098,F001,Insulina Lantus,hormona,30,22.0,660.0
P1481,2021-03-18,C068,F006,Augmentine,antibiótico,94,0.45,42.3
P1482,2023-03-16,C012,F005,Paracetamol,analgésico,109,0.15,16.35
P1483,2021-02-02,C028,F005,Paracetamol,analgésico,22,0.15,3.3
P1484,2022-03-15,C029,F002,Amoxicilina,antibiótico,63,0.3,18.9
P1485,2023-04-09,C140,F001,Insulina Lantus,hormona,37,22.0,814.0
P1486,2023-03-26,C173,F001,Insulina Lantus,hormona,13,22.0,286.0
P1487,2024-03-17,C115,F006,Augmentine,antibiótico,37,0.45,16.65
P1488,2022-07-18,C118,F003,Ventolin,broncodilatador,1,4.75,4.75
P1489,2024-07-15,C150,F001,Insulina Lantus,hormona,57,22.0,1254.0
P1490,2024-01-10,C143,F006,Augmentine,antibiótico,70,0.45,31.5
P1491,2024-07-25,C169,F001,Insulina Lantus,hormona,1,22.0,22.0
P1492,2022-12-23,C062,F005,Paracetamol,analgésico,55,0.15,8.25
P1493,2022-02-22,C093,F006,Augmentine,antibiótico,36,0.45,16.2
P1494,2024-12-24,C160,F002,Amoxicilina,antibiótico,73,0.3,21.9
P1495,2024-03-04,C168,F002,Amoxicilina,antibiótico,92,0.3,27.6
P1496,2023-05-02,C067,F006,Augmentine,antibiótico,70,0.45,31.5
P1497,2021-06-10,C049,F002,Amoxicilina,antibiótico,77,0.3,23.1
P1498,2022-10-21,C109,F006,Augmentine,antibiótico,16,0.45,7.2
P1499,2021-01-21,C116,F004,Remdesivir,antiviral,14,400.0,5600.0
P1500,2022-08-18,C152,F001,Insulina Lantus,hormona,71,22.0,1562.0
P1501,2021-06-20,C072,F003,Ventolin,broncodilatador,66,4.75,313.5
P1502,2021-05-23,C078,F003,Ventolin,broncodilatador,92,4.75,437.0
P1503,2024-08-10,C028,F002,Amoxicilina,antibiótico,1,0.3,0.3
P1504,2023-07-22,C059,F006,Augmentine,antibiótico,96,0.45,43.2
P1505,2022-08-29,C130,F003,Ventolin,broncodilatador,37,4.75,175.75
P1506,2021-02-02,C111,F007,Metformina,antidiabético,79,0.18,14.22
P1507,2022-12-10,C021,F007,Metformina,antidiabético,50,0.18,9.0
P1508,2021-03-06,C087,F002,Amoxicilina,antibiótico,36,0.3,10.8
P1509,2021-03-21,C188,F006,Augmentine,antibiótico,73,0.45,32.85
P1510,2023-02-08,C100,F005,Paracetamol,analgésico,107,0.15,16.05
P1511,2022-12-03,C133,F006,Augmentine,antibiótico,48,0.45,21.6
P1512,2022-01-10,C046,F002,Amoxicilina,antibiótico,4,0.3,1.2
P1513,2023-03-26,C064,F004,Remdesivir,antiviral,59,400.0,23600.0
P1514,2021-01-24,C081,F002,Amoxicilina,antibiótico,51,0.3,15.3
P1515,2023-11-25,C113,F006,Augmentine,antibiótico,74,0.45,33.3
P1516,2022-12-10,C096,F005,Paracetamol,analgésico,5,0.15,0.75
P1517,2021-06-25,C193,F003,Ventolin,broncodilatador,88,4.75,418.0
P1518,2021-03-01,C161,F002,Amoxicilina,antibiótico,101,0.3,30.3
P1519,2021-11-07,C175,F003,Ventolin,broncodilatador,84,4.75,399.0
P1520,2022-11-03,C187,F005,Paracetamol,analgésico,100,0.15,15.0
P1521,2021-06-20,C012,F007,Metformina,antidiabético,72,0.18,12.96
P1522,2022-02-13,C081,F005,Paracetamol,analgésico,79,0.15,11.85
P1523,2022-04-02,C026,F006,Augmentine,antibiótico,66,0.45,29.7
P1524,2021-09-03,C074,F007,Metformina,antidiabético,58,0.18,10.44
P1525,2022-03-14,C111,F007,Metformina,antidiabético,77,0.18,13.86
P1526,2021-02-01,C036,F006,Augmentine,antibiótico,105,0.45,47.25
P1527,2024-08-04,C122,F007,Metformina,antidiabético,33,0.18,5.94
P1528,2024-10-08,C188,F004,Remdesivir,antiviral,71,400.0,28400.0
P1529,2023-01-24,C048,F005,Paracetamol,analgésico,147,0.15,22.05
P1530,2023-09-03,C163,F005,Paracetamol,analgésico,7,0.15,1.05
P1531,2022-07-22,C180,F001,Insulina Lantus,hormona,49,22.0,1078.0
P1532,2022-10-09,C043,F001,Insulina Lantus,hormona,31,22.0,682.0
P1533,2021-08-20,C159,F005,Paracetamol,analgésico,54,0.15,8.1
P1534,2022-07-29,C130,F006,Augmentine,antibiótico,41,0.45,18.45
P1535,2024-06-12,C080,F004,Remdesivir,antiviral,75,400.0,30000.0
P1536,2021-10-04,C025,F005,Paracetamol,analgésico,44,0.15,6.6
P1537,2023-12-02,C085,F004,Remdesivir,antiviral,141,400.0,56400.0
P1538,2024-05-10,C158,F002,Amoxicilina,antibiótico,59,0.3,17.7
P1539,2024-10-03,C028,F001,Insulina Lantus,hormona,42,22.0,924.0
P1540,2024-12-07,C110,F004,Remdesivir,antiviral,74,400.0,29600.0
P1541,2023-04-06,C017,F005,Paracetamol,analgésico,83,0.15,12.45
P1542,2023-05-15,C028,F005,Paracetamol,analgésico,1,0.15,0.15
P1543,2021-12-08,C033,F005,Paracetamol,analgésico,145,0.15,21.75
P1544,2023-12-27,C057,F007,Metformina,antidiabético,29,0.18,5.22
P1545,2023-05-15,C144,F001,Insulina Lantus,hormona,69,22.0,1518.0
P1546,2023-12-26,C144,F002,Amoxicilina,antibiótico,83,0.3,24.9
P1547,2023-03-25,C071,F005,Paracetamol,analgésico,53,0.15,7.95
P1548,2023-05-02,C085,F003,Ventolin,broncodilatador,141,4.75,669.75
P1549,2024-04-17,C117,F001,Insulina Lantus,hormona,38,22.0,836.0
P1550,2022-10-30,C060,F002,Amoxicilina,antibiótico,66,0.3,19.8
P1551,2021-04-05,C093,F004,Remdesivir,antiviral,58,400.0,23200.0
P1552,2023-11-05,C190,F007,Metformina,antidiabético,14,0.18,2.52
P1553,2022-04-17,C177,F005,Paracetamol,analgésico,68,0.15,10.2
P1554,2021-12-15,C052,F006,Augmentine,antibiótico,30,0.45,13.5
P1555,2024-05-05,C134,F003,Ventolin,broncodilatador,30,4.75,142.5
P1556,2024-03-09,C142,F007,Metformina,antidiabético,14,0.18,2.52
P1557,2023-03-04,C155,F004,Remdesivir,antiviral,109,400.0,43600.0
P1558,2023-12-03,C045,F006,Augmentine,antibiótico,86,0.45,38.7
P1559,2024-10-22,C084,F002,Amoxicilina,antibiótico,39,0.3,11.7
P1560,2022-06-15,C180,F004,Remdesivir,antiviral,36,400.0,14400.0
P1561,2023-04-21,C065,F004,Remdesivir,antiviral,1,400.0,400.0
